8764 26716
7065 578 -465
5208 5319 -137
2429 6510 -517
8280 883 -37
5065 848 -638
7674 6664 323
4484 3145 709
7128 2084 -414
7362 4392 -413
1800 6222 768
2350 2095 636
840 6388 -444
2713 1581 339
4572 3892 392
8225 6440 -144
8719 1220 489
4469 6058 43
6188 2354 306
4275 2349 371
3691 3308 -29
528 2018 -633
4954 172 -633
1740 364 -726
4776 4553 -944
25 3850 934
8729 7139 492
833 8709 -620
7503 7567 -650
3873 6537 135
8650 7642 -65
7977 6053 -405
2520 3042 -20
110 5133 60
6269 5244 403
1377 2159 539
1436 7823 676
5644 3153 -32
8111 6881 -423
4536 5601 927
8135 1566 -684
1608 4407 -382
3506 2110 -742
6174 3745 216
7720 4807 -798
5589 5487 -387
1903 820 495
5331 3877 142
2948 6123 994
3327 7068 425
1592 4647 446
432 4664 -803
1507 538 781
5450 372 382
788 516 772
804 7741 33
1496 5008 -59
5944 603 -549
4431 6137 694
2601 8714 131
2795 5570 -429
3854 4464 -972
4126 7705 -882
684 224 -679
8684 6640 -115
6160 6871 -539
3782 6575 726
1546 298 -358
2222 1217 938
8714 7957 -940
2773 1232 -390
1272 1909 983
38 4492 -744
5385 1880 855
4878 5907 434
6509 8151 -81
1991 5420 -441
3758 3802 304
1363 5126 176
6218 3948 409
3607 2322 -791
880 2490 111
6358 3750 365
8477 7348 -495
1406 779 284
5754 1710 125
7294 2730 -294
1711 4400 15
6792 1401 -851
5417 7760 -987
2167 4680 986
8548 4105 717
6044 3171 -392
319 4034 606
977 98 -708
7980 3338 710
4838 5592 -815
3203 6580 784
3108 2950 -262
4727 4756 -326
4927 3032 -85
6337 2152 -297
1569 4284 -454
7864 1141 709
251 3978 -664
2861 3816 528
2541 420 -665
6129 6506 746
398 4361 827
2374 4409 102
5236 7662 -564
1053 7244 -728
6839 2238 34
7130 5055 84
5727 2798 407
412 5856 -786
2264 267 -333
461 2050 226
35 152 -551
3161 7604 -98
3905 655 584
5592 92 -394
3215 4193 90
252 204 -340
3798 7208 -292
2279 2345 -413
1957 8287 -924
5990 2318 -475
3914 203 -132
1354 5243 -1000
8216 5492 169
4791 6618 667
3966 3247 729
7611 2132 -868
1870 2148 -814
3935 984 365
2181 6278 -225
8038 6980 -975
114 4545 77
4806 5102 961
3552 490 -295
2413 3111 323
2263 802 951
1350 3822 -442
1909 305 829
3856 3613 -384
1494 209 -813
4555 6793 770
6831 8565 -1
1056 4459 -467
7013 3124 734
2563 7471 -704
1863 4084 316
2420 3283 -657
2987 2487 426
5353 2364 -798
3858 6521 727
8557 5782 800
8214 7524 -416
7329 28 -82
1374 7164 623
5467 4098 475
841 3519 605
4481 5642 -604
3717 765 -683
704 1695 87
258 7976 326
1464 5619 326
4638 3280 -588
2495 7945 691
194 2038 26
7755 7916 815
465 2110 483
1318 2854 -691
7704 1616 -451
7157 4440 880
1318 317 986
3226 1110 -745
5839 6214 -420
1292 4928 -617
2430 8624 894
4749 4281 -280
2207 2483 -969
8529 1832 -720
5352 8689 101
3407 3853 538
2205 7971 -857
7687 6048 -730
1828 1309 121
7577 5429 -162
7360 5556 839
2548 796 -534
6181 7958 -478
641 8408 -542
1039 3788 -892
6571 1512 948
4683 1479 -566
2650 7015 303
948 5677 -676
8253 4352 382
7812 5982 668
2927 1292 -60
6515 5594 -199
945 8655 894
3133 3195 -904
340 8484 -411
2705 1459 -209
7658 2037 -89
1602 7175 -599
5670 1139 270
3614 7338 -534
2775 3709 -943
8718 8582 -938
2927 1361 -446
5434 3521 985
3702 1614 -470
3513 4500 -662
8390 5079 970
5853 3850 -478
2267 2690 -696
516 7708 -71
6696 669 512
3659 7747 -15
2593 1039 597
687 4896 -95
3748 5790 -48
8642 570 395
6567 5831 -822
2790 3246 462
6342 7609 -840
854 3360 696
1986 4844 -503
6037 6392 919
6030 8411 -181
3978 2608 175
7588 6488 -42
5012 2463 46
7986 3856 562
2039 4937 324
5703 3953 -271
7044 8135 -929
5317 3940 -178
8030 313 83
6491 4442 -461
8619 3805 -148
6876 7459 823
5809 4365 480
4657 6150 970
2173 3276 -80
3491 864 679
4324 2775 -207
6131 66 648
1715 2592 198
5072 7721 -147
549 1980 -993
96 3776 -694
815 2768 463
6993 5003 -634
1691 5503 923
3978 681 308
6702 3009 284
6331 4619 274
4173 5540 28
3756 6004 826
152 7069 -841
3319 281 401
2812 7315 18
4340 1949 -638
7500 4631 379
8391 1303 -223
7105 1095 -848
5200 5507 104
1354 4366 992
2295 1463 -969
4977 8167 660
1440 3231 -597
6268 7338 -484
1460 1167 223
42 1222 853
6911 3887 -118
3846 537 141
1674 8607 879
3425 1973 -971
1358 2076 -752
6253 3614 -491
5300 239 57
3670 656 -237
7565 4039 -659
4140 3619 563
7730 6813 742
6732 4320 210
738 8293 -342
537 5606 -389
8721 7366 -508
5893 6576 27
5800 3804 -724
5502 527 -140
4823 4105 -746
8438 762 848
2347 5753 -901
6333 3334 -109
1562 3499 -436
2548 4227 754
2092 2040 -23
4888 5998 -99
1309 1498 -676
3447 6471 351
5085 3927 722
5168 5737 -806
5950 33 82
20 4065 372
5178 3797 935
1855 4518 465
7151 4979 -316
7239 2193 153
7924 7453 527
8061 3755 712
1125 3668 248
7058 6238 425
5828 4527 -346
180 4739 303
4135 2284 -303
2441 1119 -717
3937 6336 -31
1121 1234 776
1117 5242 -349
8221 6705 103
8308 7683 119
30 4231 -62
4656 5026 962
7201 1010 682
5687 1612 -672
8614 7698 -560
66 6134 43
573 7936 280
5506 7039 -458
7713 5190 -312
5839 7934 682
2767 2564 519
7706 307 942
3239 3096 364
8095 5978 -420
7035 7532 -307
8488 4595 844
8086 3776 623
6768 4018 -999
6379 4747 367
3390 3271 -128
4561 6945 -806
3722 1845 938
5220 6772 393
3305 5426 704
3104 3450 -972
988 2483 -371
5786 1917 565
6535 1570 423
670 1166 133
4823 2174 935
8210 5183 -390
8074 1370 -204
1031 4740 -125
7232 688 -837
7586 4947 -96
7362 5185 -124
7378 1703 286
4607 4714 323
962 206 -940
7487 5536 214
8601 5008 -431
6541 5782 -605
4702 2711 -449
1875 5376 771
3364 1895 383
3379 5633 799
8590 6627 -159
6061 3363 701
435 5220 -381
5329 4503 984
4798 5499 280
7974 7537 820
8070 3508 251
916 8284 -27
4197 1731 -562
7999 3485 -840
7843 20 588
1648 1188 192
5517 3087 -410
1041 519 -578
4562 4067 975
7271 4494 -877
7299 3667 -978
8282 8141 -624
1557 3248 -14
3235 2480 832
1967 2888 201
5053 7524 123
1758 3261 -187
3593 206 -143
3203 8191 -458
753 6492 -152
3680 6715 -363
7159 7098 126
2963 7786 753
1930 4888 -663
6202 7195 508
8646 209 -859
45 3841 40
5630 1295 319
8720 6965 -291
304 6264 -393
6 975 -999
2622 3122 -220
2010 3181 -482
2654 2731 653
7984 4886 -31
5064 1118 983
6522 5225 -938
582 8245 -153
4567 4875 645
8320 8122 -258
8342 3035 -910
5860 2674 988
4789 593 -868
7379 1973 -249
3347 287 502
5371 263 -529
4379 7921 -995
3613 2353 741
1908 490 -892
7365 6952 -723
8541 8001 157
7671 4105 -744
2652 3063 979
7982 7248 -698
5543 725 -503
7583 5126 947
2456 7524 -9
7082 1397 974
6673 2658 -208
7683 3778 477
1127 2702 663
297 447 -412
4729 7213 568
7626 5184 100
8676 4986 -315
7522 2499 -354
2006 2977 99
7389 6456 -845
2905 3835 -21
2781 6581 -325
8412 250 32
455 7384 -939
4479 887 -919
4687 1305 141
3569 5879 -945
8333 2345 -421
6026 5854 -45
2454 7811 291
5156 8285 767
3128 1840 881
5255 1476 162
1699 5688 -224
3848 3384 561
479 6644 914
990 341 102
5991 6604 616
2004 4635 394
3557 6289 41
888 6948 -254
2157 4619 -59
3105 6430 -844
6830 7480 -462
6498 475 645
3310 7573 952
8467 6259 781
7660 5445 -853
5286 4185 756
4520 2611 -646
7035 6983 496
4575 5790 -799
324 5303 -709
6685 4025 992
2871 819 369
3738 7529 -115
945 5952 40
3454 6136 781
7563 5507 703
8528 3033 248
2132 4436 -855
5350 7659 -243
886 6208 336
1561 4309 580
1594 285 -340
321 4195 -345
2987 5719 -57
252 2754 -593
7855 2236 -312
6433 1057 696
4344 4556 -399
8381 5767 559
710 5481 729
7073 4201 44
5053 6501 -896
1163 5768 -765
2391 5086 83
7097 8502 -833
5324 6853 -705
2776 1516 53
8636 6409 -942
242 3035 -868
6144 8646 -318
8158 298 -932
6643 7286 593
7899 1554 -536
462 5790 949
1406 14 241
5587 3787 -242
5258 8653 855
8364 8448 -161
2468 8528 -84
6851 8050 155
4715 6642 -638
6890 8557 -258
8656 816 -4
472 8320 -440
7715 8447 163
3766 1035 88
8540 2403 659
716 578 361
2869 323 -895
7153 8410 231
720 5882 -606
6262 5176 -772
1189 5245 13
4969 7041 -339
5530 6650 -127
5804 325 -983
7124 8372 -789
4104 3442 -714
6666 993 -754
4713 8685 -869
1373 1980 -378
615 6883 175
2586 3076 473
591 1381 802
3723 3821 952
1040 4492 -463
3660 7770 959
1441 5240 931
2338 5558 837
986 8074 805
998 246 -873
5766 2187 -79
3519 5809 -731
2217 1235 143
7774 5024 826
4282 3746 93
507 8676 989
4629 6284 207
5178 7616 812
7661 7861 -730
7585 8477 -191
8460 1982 -162
4996 6676 -739
1109 406 969
5857 2517 -125
4695 910 125
5249 7394 -731
7593 3759 -398
2309 1983 -432
8275 4907 -985
1344 7479 781
2745 1810 -998
4143 6642 -389
7280 8387 -380
3501 2634 481
3215 6914 654
4060 5776 460
7654 29 -468
8371 6668 -753
1238 8741 744
5305 2876 -438
1098 4173 -957
1357 1924 138
8368 4673 -986
4755 4125 -242
5445 2464 629
7306 2867 950
1395 7134 -137
5116 181 -739
3426 5661 -818
2188 2822 51
537 5856 -829
5334 7874 95
6682 1830 394
5187 7217 -74
568 5681 821
5216 8136 757
3155 2606 -266
7336 1806 -470
5385 1396 -134
5536 2567 861
4597 4422 326
938 7138 -927
6095 1368 -726
8663 5978 344
5413 2779 -41
4005 7019 375
7989 8431 -588
1209 3512 -164
8516 3403 974
6620 5546 -343
2212 5660 911
1924 5277 -649
5692 129 346
8242 840 775
59 859 -175
7023 5924 -374
3001 3302 829
8000 5045 -307
3910 4701 -574
5020 1338 -25
2584 2348 -380
4907 6225 -615
6500 2884 -966
3548 1481 -280
2899 6822 -987
429 371 -91
1459 8117 -690
64 1364 110
934 918 310
5956 5021 -845
727 7805 915
5865 6609 -210
7042 3060 685
4166 7241 -967
6343 2722 925
1765 245 955
3618 6108 558
7721 5240 -399
4758 2074 -355
998 373 -416
3419 5718 -591
185 354 -986
8517 2252 -42
5175 2550 244
1615 5953 351
2139 1413 877
4254 2300 441
276 3559 681
7506 6626 959
4766 2 -524
3790 3076 -394
4445 5516 67
6309 1629 331
3382 4647 854
6913 7970 567
442 266 -35
1683 6144 -83
2934 5485 402
3155 3092 -792
6299 6548 864
2099 8316 661
1330 3664 870
3798 3624 131
1471 166 898
7592 5100 248
4656 3599 -641
5 1295 375
7262 7890 899
6164 1327 498
3726 3923 -613
2898 3555 716
6538 7321 20
5938 4840 -119
3349 7441 -449
2652 8486 975
243 6684 123
162 7575 -634
8189 3375 -646
3754 4755 683
1543 2292 911
7878 4947 185
1188 5807 -520
1 2324 -549
8542 3579 9
8662 7856 618
7150 5012 886
1729 2662 -742
2053 6461 -211
1950 1278 -540
3072 2781 -988
4249 3080 -34
8048 5191 883
3748 1521 703
4387 3928 858
157 8174 723
1593 967 -251
1937 4386 168
563 6212 680
560 7305 248
7736 496 -103
2180 7417 237
1756 8019 -794
187 1788 982
5640 4094 673
5292 7311 23
4324 3045 -399
1897 4833 -169
5260 8359 -648
6421 1376 910
4052 3564 -342
1668 368 635
63 5960 232
3073 2134 -631
4519 3154 760
3594 5508 981
5787 6594 419
150 7593 -606
4820 7804 -690
8484 5694 230
458 1187 -252
4135 5425 -84
6997 3443 -152
6377 3910 817
6820 8649 559
261 4958 -126
5618 2336 -110
5519 6918 -42
756 8290 -193
5151 5354 114
2506 4245 937
170 4943 490
2615 1948 57
7620 2637 -745
699 8749 549
1962 2278 -403
4432 5452 938
3226 1010 621
2368 879 458
2825 4898 -245
5968 6067 285
7572 7659 29
4391 7569 -83
6038 3886 -95
230 2395 775
322 2555 -926
2007 5028 -443
2106 1987 -479
6797 7165 861
2145 6570 -22
1473 8327 996
8626 4390 433
4787 1017 -976
1537 4607 101
8084 4282 744
414 3488 706
1169 6937 928
1705 6853 -755
1075 6672 528
371 2313 883
5488 6995 -691
6644 1562 360
5001 6017 -647
5544 1716 839
7459 4539 91
6650 577 900
531 7582 -912
2750 3900 -728
7602 6469 -111
784 7017 -982
4784 1174 346
3904 888 -829
7657 7367 -568
4480 4912 -384
3517 3247 -953
8666 3618 702
7913 3017 -23
4564 4873 847
7222 7581 -23
7364 1876 -435
4992 6239 581
1874 5907 985
2119 6481 559
7203 7371 -745
3608 380 -418
1133 2614 -592
4939 5904 -54
7113 1538 -927
4350 890 -138
5072 573 778
3105 2830 577
8530 5933 238
8304 3451 -573
384 7936 -774
3918 2401 411
7566 3188 -693
7411 3397 303
2423 6714 -57
2374 2229 -861
7319 65 -497
404 3594 -156
3568 3631 -798
5820 8607 208
1899 3356 -428
1024 3030 771
6351 8132 -459
1338 4152 812
8002 1028 635
1025 5061 -61
7955 4062 -58
1771 3530 582
496 1784 -492
5320 2624 -921
8697 4350 81
1233 8552 -562
223 8716 -383
8513 1295 819
268 2838 -220
1561 4126 184
1285 151 131
4583 309 -595
7526 5363 240
5139 7168 -258
7494 6324 664
7249 5372 -809
6073 2080 463
8156 2611 990
8105 1024 225
7886 1551 -812
6660 5913 394
3610 8313 843
4757 6222 -416
4074 891 695
527 8750 -114
4759 457 927
3052 6891 -283
22 1064 7
4956 3194 933
1596 4801 -613
4507 8577 527
3828 6015 889
7364 8372 617
2134 1307 445
6064 593 -870
4317 3742 263
5666 7274 -673
4145 3739 396
1646 4975 -218
231 3868 897
215 4356 817
2502 2603 -736
2097 3007 -92
8321 1070 -38
4986 375 330
6422 5029 -264
4254 5943 897
2959 446 944
8078 5009 957
7502 3016 463
1437 1904 -75
910 427 575
7131 3565 -942
4045 7524 -789
7029 7405 32
6435 6004 888
779 7371 -738
650 4471 564
3948 3990 -548
6561 5944 126
7272 4204 -988
8180 6442 -279
6635 7087 -94
261 3785 609
5540 5177 799
2676 2700 30
8119 8407 359
8247 864 -490
5716 8007 943
498 4763 6
8431 3975 -170
8335 2085 341
6996 1879 500
649 5750 -720
8057 56 -822
6001 4935 805
1510 5612 -3
7284 6716 396
1413 5340 202
4338 1564 -561
8587 2192 503
3603 954 -226
344 4334 -513
2317 4624 -647
3021 2534 433
3565 8041 -194
8545 8109 -741
8406 6103 -445
7998 3731 120
1522 8437 650
8435 4717 188
2649 553 492
4807 5345 81
7167 623 -136
5850 1768 245
6568 8681 -418
2584 1994 811
8441 3441 444
8402 4957 -162
2981 2299 301
4602 4739 -423
5702 1176 -310
1517 1660 -325
7585 3247 -433
408 6300 417
5238 1992 798
6917 4242 -883
6872 1340 -697
3332 8322 -819
3337 4263 -850
3566 1685 -518
1521 7631 -532
2091 353 -324
7842 6941 -496
2535 3295 620
3152 2897 283
1417 136 955
4109 7087 876
4745 5764 491
5625 1860 -36
7006 2919 -508
2575 8692 -602
5525 4376 862
2635 4383 -53
10 5505 988
2696 2827 27
449 2911 -96
5853 6936 -816
5262 2639 -764
7792 343 920
6292 7074 313
5350 7898 -295
721 1179 660
6999 8289 666
3689 8417 666
5831 3995 -525
721 1030 -495
6483 146 311
8388 8361 -945
6711 1720 798
2938 7643 -446
5701 7820 -942
2609 595 -342
7246 1631 846
4138 3675 -883
1356 7289 -725
5695 4616 -664
504 4216 -452
4090 620 939
2303 1701 -636
450 7839 97
8717 6120 -443
2163 7259 765
5207 687 13
8295 6381 960
8167 4289 -540
6501 2719 -385
539 6653 -927
8021 1092 141
7331 5676 -711
4962 3043 134
4122 6336 607
3156 1300 203
5621 5584 -521
4450 8444 581
1601 5801 -403
7 4248 863
7938 2039 -561
2760 5721 738
921 2140 277
1639 4753 -442
5365 8382 445
3940 8604 891
4529 1469 181
2077 5076 -82
1229 666 582
5952 5620 -338
3574 4001 902
5451 5994 689
8360 4637 -444
3000 6728 -328
2516 307 -8
823 7120 271
7355 1489 -849
2639 4177 -911
6861 1203 316
4123 3534 344
8173 4577 -175
3191 5684 622
7247 4448 -580
3275 3959 -516
310 7949 -163
7917 3746 757
4690 4248 548
3785 7106 713
4261 1614 271
4215 7835 68
513 5108 -792
3423 7887 528
5213 5062 -33
6066 6092 493
7420 413 512
3767 7723 194
2589 7058 298
5844 1768 119
1685 7291 340
4237 897 520
3361 1546 -29
8632 7273 261
5074 1311 -965
5572 8673 -364
4981 3087 -243
2426 7212 689
8089 1380 -366
2707 786 -551
1140 2885 -285
1013 7908 -264
7114 2850 674
1470 7630 246
1699 3219 18
6111 7937 -206
8751 4285 24
7244 1958 136
1189 1780 362
3417 1652 315
2723 7282 -263
6012 3496 954
3909 1907 737
1655 4967 -557
3944 2525 157
7943 6398 -487
4627 7887 -535
1196 569 703
7337 460 -464
4951 3799 289
836 4161 -462
6845 1458 -468
4040 6721 116
6586 3166 492
7687 5628 -823
6068 8652 425
7923 4453 -698
6084 5350 -19
1588 7362 -662
2233 5745 389
5512 1314 531
2303 4874 770
8518 4017 671
651 8055 -452
5419 5277 504
1565 7028 -216
4820 2764 -472
7595 6879 28
8459 7066 -4
1001 5474 -148
6924 4963 -467
4489 5078 363
7331 7826 640
257 3973 664
95 1602 -582
7237 3260 371
7528 4618 -798
5662 4054 -349
6968 4209 -792
3608 982 595
4684 404 794
2865 3365 -563
1784 8043 -522
171 7559 334
6088 6367 659
2404 835 3
8428 8647 502
8667 4063 366
1430 2766 436
5873 1907 52
3156 4231 35
604 6791 -299
6095 645 -541
4909 1563 983
896 3172 -386
2713 79 -312
4387 583 895
5575 1504 174
6340 2130 -923
1021 2786 -791
5370 4715 820
7137 591 748
148 1918 -925
6715 3196 484
8649 875 -816
903 8283 368
2660 6539 -654
4532 3744 128
7885 2710 -686
8517 1121 330
621 5415 -767
6043 8494 -792
4673 6770 18
3875 1342 954
1993 6418 -437
5088 1636 -631
2786 83 -752
6586 6725 -586
7151 5366 -423
2654 619 237
2066 7939 -993
1272 6007 -84
8034 7457 -104
5656 7019 -616
7277 2051 923
3506 6132 497
2075 1294 780
643 6326 -479
3943 4520 682
1816 7492 -234
4739 4756 939
3855 2149 601
6585 6984 -962
4077 291 929
7717 8014 643
2677 2025 305
7902 5202 738
3853 8136 303
4942 7798 -307
1503 1870 428
2930 6994 -624
3978 5057 -860
5445 3689 -817
7902 5578 -917
2215 7896 -702
1043 6717 -466
8324 4837 88
3941 8346 234
1156 5442 509
4894 8537 949
5061 1698 -871
2225 6153 -819
4753 2029 -452
5952 1084 -779
7882 2511 -389
6008 4150 -355
5235 4919 -587
3008 2899 -428
8762 3786 974
7091 2100 -569
7199 6069 213
6904 5283 -31
469 8592 832
6907 3647 633
756 7990 -498
7478 5277 -412
4161 6219 -513
5404 7098 638
1802 4010 153
4990 6557 -688
4272 745 -652
3300 8057 972
1624 8672 172
1589 80 -501
8261 5157 -443
6179 3795 74
1497 3664 584
988 4532 328
8664 4492 -593
7616 4989 689
104 3366 316
2336 4958 695
7833 2176 -677
2880 5434 -687
5211 6468 -734
2117 1548 336
4851 8210 187
234 7504 -864
2291 2202 49
4904 5925 854
2226 6031 809
137 8536 109
29 1717 495
7196 2333 706
7889 1154 -437
8737 4434 -866
5905 4606 85
5688 2503 -761
3057 1172 -948
1030 5388 -289
1465 5538 437
8729 1306 52
224 4809 451
6435 3213 -566
1375 1478 -951
1876 1443 583
6169 7433 -393
8415 5975 439
2908 5056 -81
2272 3322 -765
1124 5946 -413
6819 7615 680
715 3232 626
4080 7179 682
7043 6766 -7
5177 8177 143
1996 4168 -809
53 4604 -376
7187 6352 -211
68 3329 -331
5005 8494 -225
1001 3455 722
3671 642 36
5557 3223 612
4882 233 40
990 4833 777
5132 6960 -503
4499 4524 806
3663 5218 68
3064 4842 663
7224 607 274
980 4873 189
3410 6190 -583
8643 676 61
929 4252 566
36 6288 -97
8635 7449 -154
3307 7877 -720
669 2017 911
7677 6198 703
3750 8152 -300
7965 6318 -312
6719 1576 515
6580 5218 119
7111 7672 -616
3259 6271 276
3583 2701 501
1102 3015 47
1960 3959 694
7252 6183 -466
8361 2580 -948
1336 8395 -453
3191 3495 193
5113 2034 16
3356 8597 -444
1134 8692 703
5315 2854 -690
8048 7012 -392
3832 1869 -783
7664 3938 827
4208 5916 -398
779 5229 -677
3508 8498 -893
2229 5692 887
5039 6762 842
3169 489 -483
7041 6911 843
1651 2345 -959
7576 260 911
758 7399 -842
3474 6717 -13
382 1369 655
6391 4631 141
3852 7784 63
907 6457 -411
7614 286 803
1472 177 999
756 5078 956
7531 1126 599
8729 3806 -778
2452 2859 627
4945 8025 632
8571 5232 998
2120 3609 535
1127 8094 -563
7880 6335 -507
4398 5160 363
5335 4147 -124
4827 6416 -229
2763 3601 -899
527 6131 -451
7889 5063 -614
1110 687 -784
1794 7046 530
4824 7801 -893
5153 1635 884
4007 525 -407
5453 6981 -828
4630 5077 -331
6222 2025 742
3965 4884 -207
2472 7599 773
7245 7970 369
6911 7636 -43
8572 6813 -625
4646 6989 -836
2696 5473 -111
3101 6718 607
5042 3794 -810
8689 8134 -535
4239 1331 854
2540 516 -390
1212 4932 -665
7608 6686 -173
1914 662 448
2838 3170 864
2426 7193 -675
5752 274 256
7238 1314 -70
8190 2462 -194
6558 5810 -339
8148 7728 -198
1520 2850 -967
7948 2094 -172
7848 964 992
7545 7289 -422
6769 489 -26
4999 5039 -675
7393 1174 -712
8048 5285 189
4952 2805 -938
5533 2212 -77
3625 1709 -989
7094 7903 55
8108 4703 -560
934 4012 -357
1626 8514 -637
750 2529 -248
1921 7838 -773
7082 3057 -414
4845 3211 724
7982 655 -163
7625 7939 985
3413 6329 -931
1712 2368 -693
1811 2851 -164
5735 5269 101
3975 3377 -622
6968 1166 -8
913 1001 253
919 7636 -818
3657 5628 156
6881 37 -486
5748 1501 -67
7113 7722 161
2848 2268 -925
438 8671 243
2783 6703 780
3028 7253 -140
1778 3176 647
916 5806 -832
1093 4017 989
6526 4530 -835
7488 560 -606
4882 6514 -89
5431 1318 354
4221 1570 -122
608 7501 953
439 5024 935
2653 3171 -311
202 8707 589
6589 3530 -646
6107 7019 -620
2447 54 -642
6730 2858 129
8628 7323 -145
2820 4438 -778
2084 1077 -437
3457 789 832
2031 7014 -635
5388 2815 823
4210 531 374
2998 3511 146
3899 6468 448
456 6408 952
1757 2957 -503
4915 5996 -372
3567 3283 362
118 4899 21
6970 197 790
2184 6167 959
7058 6997 461
4077 8580 758
3595 7828 -877
7357 151 460
762 6614 389
5259 1132 876
5660 5885 535
778 432 -976
4568 6433 -743
4302 801 -630
3268 7568 693
1919 2738 -282
3863 5542 666
3788 7200 -106
4709 6736 -204
4261 8163 -426
3128 6088 525
2670 7860 339
7292 4849 -447
4127 336 720
2741 6487 -505
2904 5535 -539
5558 5215 -346
6547 7760 985
3392 7462 365
1688 5220 -435
4544 1671 -461
6676 671 -354
3162 6454 -221
5365 4420 97
5455 6472 84
5627 5805 -285
4974 460 163
859 3502 -971
7940 7932 261
5372 6821 -611
2081 3112 -814
7403 2455 -380
4008 5919 -92
8258 2936 -974
7766 1360 -823
5291 4193 225
3203 6373 -788
3515 2924 -992
6573 592 92
5079 6419 404
5394 5804 717
2491 5749 -209
6852 5654 -150
3275 8143 562
6907 7732 493
4718 3184 366
1978 4861 -717
4743 1159 585
6961 1756 -210
1461 2401 76
4816 3272 -465
3150 7005 653
997 4060 461
7242 3514 -623
2519 3507 -305
3440 957 942
6153 2521 232
6391 3055 -805
8703 4985 504
1693 7103 325
628 4078 -657
2686 5426 450
7070 377 -166
7460 4419 -333
1976 3640 -992
3099 7820 330
2484 4670 -548
1978 1106 -949
4387 3566 -203
2490 8695 -602
2750 2564 -946
1821 7676 877
7394 3428 -736
2073 2568 -245
1256 864 759
3511 7021 -524
5492 2853 -167
3263 2911 -775
1076 6260 296
6164 7648 -864
1812 1447 -455
3045 6329 -700
6494 908 -35
3847 4914 241
4727 5200 338
6893 7845 257
2929 979 -98
2413 3426 -825
749 7676 -812
4669 1523 -965
560 1530 -746
7704 265 -620
8092 3711 -589
8051 631 606
1558 7768 591
4965 4147 658
86 4360 737
6503 7740 855
3303 1423 95
378 7439 -236
8463 2315 -331
7466 2170 -651
4721 4112 841
8173 4613 669
6492 4389 372
5683 1899 -794
6250 5579 -902
2019 731 -99
8611 7017 -882
6044 552 406
4538 7774 -293
1510 7810 767
503 3927 -146
7985 7406 -920
6106 309 -990
3608 8234 974
7306 6812 -749
378 2338 -471
6980 7959 -531
1603 3156 -942
2015 6693 653
4055 4359 245
6206 8716 -649
3120 4742 60
1967 4558 -70
7009 3396 -677
5482 7133 155
6891 3492 -139
735 1900 -652
1056 5800 -575
5677 214 -544
7825 957 403
6962 4674 -426
2868 6600 400
4624 6207 410
393 3677 -619
7954 8135 -299
4696 6591 430
5783 6658 -599
2072 524 -249
6151 2918 537
8208 543 -292
2395 2077 396
8404 1223 332
8634 962 927
4318 3439 83
8475 1547 -979
1967 4025 -200
8354 5975 777
5741 5706 124
671 2929 -22
3890 3177 -411
997 7958 -502
6388 584 -874
32 3174 -452
6110 4827 923
1938 8673 820
3313 2850 -890
2391 4918 271
4409 2108 914
4811 8577 -888
6968 6048 -55
5351 197 693
502 2762 448
6220 3561 -24
4508 4721 -824
2481 986 -481
5723 6470 547
6473 7435 -180
181 3017 -975
4210 21 -891
3577 4739 216
7743 2947 89
5822 7821 624
4296 7632 288
9 757 -802
1146 3963 821
4429 4323 -313
7160 380 328
6691 5078 586
1518 4814 -337
3815 1566 -917
3256 4367 -146
3626 2784 454
5808 4310 -436
3361 4659 -177
8273 299 639
4158 6293 312
2330 847 -380
2555 2493 73
3491 3121 -521
6885 2936 -1000
215 4723 -428
7922 4518 807
8229 5149 509
8696 556 -951
5710 2026 832
3977 8110 418
6830 1404 126
4284 6402 -791
6214 7834 877
1619 7036 946
667 2155 -146
7228 5037 276
4353 2911 -236
7405 7093 23
4040 4148 247
7045 1113 545
8074 3957 -328
3287 2570 14
8261 7339 -224
6374 4328 -61
6272 4908 553
1490 2744 548
7290 3637 -958
3326 6819 238
7754 391 298
8412 6149 -365
8051 4939 251
3418 1007 291
5487 6634 -431
6073 7018 5
8639 3276 -964
157 4171 408
6469 5426 -114
4884 6416 331
2762 6583 -49
7065 7645 941
8027 3498 175
8290 4453 80
6109 4368 992
5901 4611 -128
1746 6623 9
1018 8056 -877
3097 949 -272
7505 5914 -940
5264 5459 772
1264 2228 -913
7028 864 460
8454 3166 -795
2284 3270 68
2872 3391 -205
5445 7109 680
3575 4320 640
1059 8148 190
453 2652 -382
7885 3776 951
2071 2009 163
5672 1052 -857
8126 5266 663
3909 4127 41
2359 713 222
8118 5742 -88
7674 5689 444
5183 4112 -387
7488 53 464
1600 6236 784
7555 3399 -67
2409 3306 -982
5649 4057 381
213 6408 175
7536 1925 -545
1409 1975 -542
841 4351 -838
4244 6196 277
5896 118 -556
6885 1670 127
7861 4574 -873
5963 3100 -585
4498 4332 219
3750 7728 -457
4445 8087 -957
2083 2862 -45
4371 3665 244
2326 7411 846
7245 4687 -576
6426 1035 -698
77 4830 588
2365 7172 721
4254 6021 -224
4360 1011 770
4650 7450 -543
3393 458 469
7635 2976 -820
5303 5124 535
3534 198 494
5798 8734 327
316 4486 -910
4073 2610 302
5454 4486 496
6294 2982 897
6206 550 -569
374 7247 -582
838 4665 -639
1485 3580 -209
7044 5892 -835
1876 5319 -116
1838 1801 808
5349 5192 491
