19
820 813
188 841 976
685 361 491
642 4 141
681 373 617
471 505 -624
742 506 -41
287 209 348
315 153 -327
116 480 -921
454 278 254
55 39 621
140 390 281
425 706 -303
144 593 496
101 831 -824
436 237 350
636 651 -988
816 728 -698
162 832 -831
196 800 -112
76 167 811
185 101 -755
625 651 -496
60 841 223
704 371 -63
767 329 -124
668 747 739
525 648 -827
385 300 -884
701 508 -909
668 314 -691
514 93 -812
109 154 -647
690 246 -598
226 240 -851
810 185 873
148 255 -209
100 690 959
287 691 -44
405 309 -377
549 236 759
459 286 883
366 632 624
748 47 -799
876 486 -365
452 639 -341
316 540 -329
204 23 279
81 336 912
257 60 987
528 231 -359
458 446 43
858 631 -744
239 669 26
143 774 774
750 364 388
46 828 -572
740 71 680
202 693 -343
382 664 217
439 251 -508
49 494 -228
583 234 841
114 29 660
754 297 571
552 505 307
446 82 -845
807 710 -666
380 21 -405
647 43 852
175 399 433
708 785 162
702 694 -927
841 686 -411
11 587 -586
467 109 17
688 423 -831
159 514 -723
459 11 56
718 150 -557
569 561 -538
189 597 -763
227 162 -351
712 513 104
259 216 795
418 469 455
229 817 -306
254 756 208
604 645 996
882 390 884
580 440 571
21 881 -760
524 661 928
476 327 -267
824 842 852
80 314 889
150 120 -188
555 463 578
358 122 -207
302 320 296
428 654 -784
361 371 -505
320 25 118
476 811 635
66 386 -108
427 476 -652
758 143 337
541 506 -315
807 420 -80
245 109 598
258 761 -983
7 647 -890
194 307 -704
650 783 836
766 878 584
838 245 -622
561 814 972
557 117 -67
785 756 -187
240 610 531
625 786 -938
402 684 996
803 133 -66
407 780 -965
204 361 -570
321 383 858
451 835 31
53 467 -288
639 411 140
522 872 581
691 235 596
340 332 -941
30 802 -202
877 50 348
435 701 -571
393 700 -326
42 864 -529
80 654 632
83 152 -964
534 147 3
468 227 484
229 102 327
93 595 565
323 376 -763
283 652 505
237 617 358
699 156 883
212 824 -168
547 660 -980
598 157 832
383 772 -670
868 520 436
112 386 -571
264 40 548
179 71 -81
673 413 -425
255 574 585
252 205 328
55 312 -21
779 293 857
621 224 983
73 854 196
171 674 493
406 189 380
215 389 -737
1 591 -916
819 500 0
133 129 -888
377 548 -897
776 146 913
643 322 565
723 568 -986
612 194 992
459 801 84
531 107 -426
554 188 -828
288 66 -540
570 107 424
64 484 -880
665 246 -794
745 419 -378
365 136 -351
90 718 -645
93 117 708
460 687 -314
151 298 827
337 248 347
882 364 833
54 428 930
624 135 522
46 685 -766
317 422 -629
660 111 496
534 185 -966
852 541 -601
470 721 -585
335 606 -415
394 531 -371
302 691 -945
538 220 -265
769 643 571
609 727 -728
244 179 942
729 696 -407
203 493 -203
120 297 547
842 542 357
189 604 -789
363 830 438
501 582 757
285 631 710
271 362 -939
389 13 669
371 453 918
571 60 -966
184 723 -415
496 272 639
674 224 -382
594 784 -693
110 698 874
781 863 -661
190 225 985
729 600 253
490 695 -258
533 507 631
183 847 219
602 823 126
841 259 -188
278 207 -462
367 384 489
240 726 969
403 333 290
114 136 -382
786 405 -497
426 575 -300
832 666 66
733 864 -561
244 114 -898
642 568 447
68 768 419
398 358 -572
471 157 35
33 165 -52
701 344 743
368 175 30
735 595 659
771 142 -717
359 727 -83
495 187 934
9 141 975
668 626 271
28 122 405
880 629 448
263 133 -130
202 206 -483
677 267 -419
837 546 -756
596 437 -586
806 205 -741
536 275 -533
331 762 -626
174 647 -153
591 229 303
665 328 -889
812 207 -23
109 363 -31
828 686 195
3 295 -331
505 456 53
752 774 -365
221 376 -13
727 119 225
209 85 994
479 31 825
322 786 -368
216 365 398
127 424 -244
331 25 56
836 282 83
410 209 145
476 665 -647
216 466 -918
326 524 551
244 671 851
353 288 266
567 11 -110
344 236 407
882 703 -118
330 809 934
851 276 -672
630 332 670
193 396 767
78 230 -97
325 462 895
41 314 -388
412 663 598
267 725 -896
401 229 -332
104 44 -820
103 453 -394
447 23 974
601 829 566
343 41 804
322 403 -115
71 309 -712
762 789 -252
552 649 -512
464 630 -407
131 369 -796
188 195 316
134 671 243
260 426 696
210 142 -146
407 354 -145
275 262 505
350 349 346
607 871 -213
805 686 424
876 589 -882
303 473 654
477 517 -731
323 769 -276
205 492 -646
423 813 48
61 500 414
111 627 398
504 461 526
147 84 -556
698 515 -77
469 464 -246
584 859 25
256 279 127
731 267 -135
599 616 855
160 706 655
210 221 -513
376 792 -285
469 794 -105
736 800 -891
863 880 -861
451 5 390
324 60 43
832 37 996
275 137 -29
563 591 310
436 360 -281
836 365 -220
865 235 758
230 861 -635
71 504 -391
749 537 440
708 449 301
382 532 831
131 124 -828
402 371 -717
552 359 -544
586 76 349
150 800 -558
460 702 -605
883 28 -992
210 790 -738
464 89 874
399 424 -934
499 45 787
538 88 690
569 599 -363
199 27 116
837 570 777
248 123 -317
63 119 -207
197 232 850
143 831 751
638 295 -519
928 960
681 803 -200
786 913 188
762 466 -113
583 317 -168
618 647 424
777 174 -575
255 543 -611
892 703 -304
480 176 960
444 358 677
559 194 72
54 325 529
377 357 808
770 57 626
9 595 -764
368 54 287
603 552 79
252 735 -27
862 92 419
276 351 63
780 569 -675
102 658 877
596 520 -825
601 87 775
642 85 625
253 576 -841
104 151 362
701 915 -136
871 611 -125
709 509 758
658 126 274
404 153 423
393 910 -836
851 274 261
274 821 566
298 921 -892
870 791 -812
66 235 139
847 914 112
579 767 -688
558 893 -310
367 852 621
556 24 -351
123 276 91
426 296 -375
248 107 969
439 927 -966
253 784 442
111 244 -670
556 601 -659
397 631 105
86 19 -323
244 202 -815
429 847 261
636 648 -677
197 70 -787
700 445 955
233 257 232
584 864 -56
734 453 99
672 923 657
133 70 394
509 452 571
185 559 739
636 550 -874
226 880 217
160 667 477
797 62 305
329 587 -418
743 513 411
116 582 -466
64 889 661
96 586 -867
42 361 -140
647 111 -343
753 421 594
348 576 13
535 926 495
832 220 -764
217 480 -68
253 435 -457
854 110 473
670 145 106
529 576 -34
543 243 -717
229 415 373
57 307 -627
38 565 -565
576 916 -952
545 725 224
506 602 -209
74 8 -188
900 663 -699
292 582 701
833 890 -365
917 784 62
388 49 287
54 25 106
802 59 496
146 137 -476
891 98 394
915 150 -13
137 716 -229
926 61 946
854 900 71
581 114 668
838 883 380
900 706 -628
655 86 117
825 771 42
634 759 604
876 882 156
24 248 -359
603 241 456
705 657 -460
352 751 -130
197 627 888
767 54 -606
605 612 61
746 485 -242
464 138 -312
541 219 601
588 849 -652
844 240 278
806 405 194
687 595 886
899 657 654
341 278 -236
583 97 -267
650 596 -995
656 609 23
512 119 -815
438 202 706
896 624 -804
75 61 -678
99 669 812
636 920 351
410 844 403
436 652 -712
677 746 -175
871 451 793
28 647 625
546 647 565
456 604 -286
58 572 729
141 366 583
800 819 -417
45 9 950
565 757 900
813 693 936
785 562 -720
319 703 -17
503 535 987
220 99 -585
74 130 788
336 145 758
181 265 449
625 828 485
861 688 239
842 425 216
270 657 703
641 730 -542
682 555 400
631 83 865
831 733 532
367 563 -385
175 556 -848
318 860 -999
442 752 325
778 758 -776
40 528 -886
876 530 97
83 134 -347
715 14 327
145 548 993
344 106 927
787 466 905
151 216 81
683 506 93
543 329 -1
17 143 665
513 821 -46
154 308 296
820 229 907
540 450 143
279 823 -418
669 810 145
371 893 759
274 169 -873
669 710 -810
202 222 -625
815 902 57
272 626 -64
255 156 469
26 312 563
18 904 -304
865 781 921
721 791 -584
720 294 64
831 40 87
225 125 390
600 607 -128
622 111 -497
427 219 -613
356 321 730
695 610 689
474 251 504
917 75 569
341 741 190
843 120 726
846 879 -435
391 381 423
671 814 -260
291 195 -532
58 863 771
788 279 -459
710 121 -36
815 571 -71
847 868 259
843 358 196
740 807 301
372 331 21
328 391 356
576 729 34
481 866 155
910 664 981
758 99 161
92 910 299
323 382 840
374 879 860
602 520 -602
700 196 709
628 441 460
42 666 743
910 316 -442
560 166 930
72 220 -483
841 843 -289
617 257 -395
202 923 350
837 37 -636
96 83 749
853 460 367
518 496 -390
858 224 -611
197 816 617
653 141 413
717 592 318
830 628 464
615 125 -450
622 379 686
50 20 -420
882 164 619
101 308 -117
819 914 -756
469 428 612
455 829 -614
920 2 701
886 561 316
78 503 184
901 287 -262
46 310 423
815 780 21
206 109 727
675 197 -51
304 464 -293
875 877 -414
752 492 -980
34 597 439
872 319 21
849 460 -266
845 93 726
581 421 -819
417 721 -342
461 898 -220
246 884 782
664 512 981
717 121 395
744 415 -567
28 594 956
401 809 172
884 525 -384
27 94 -480
352 466 -315
46 480 370
395 790 854
1 249 -398
326 877 -606
40 267 -569
351 782 -733
258 499 -52
494 327 689
496 545 -727
203 618 -736
663 575 152
115 624 -203
242 756 579
67 304 -410
737 358 -392
403 901 -407
72 760 -629
779 417 -385
849 622 236
605 587 852
80 125 321
74 386 -102
374 446 781
593 326 -461
84 435 -171
670 918 -536
143 669 465
637 771 754
733 811 -362
818 38 -325
386 765 561
804 236 -167
829 847 553
379 250 415
381 264 866
221 437 -452
865 571 861
480 238 -564
831 687 -359
696 637 542
336 119 -777
916 313 -438
662 359 788
78 330 481
822 808 -523
847 415 -293
921 416 379
344 652 -581
110 762 667
718 925 -97
573 723 429
272 300 318
3 466 501
460 753 -304
236 841 -933
542 121 427
327 339 -50
143 833 192
402 470 641
923 423 -807
520 512 694
225 231 475
138 853 693
480 645 50
360 627 -279
845 228 -24
611 136 -582
715 446 136
75 528 -748
491 252 -872
368 315 -984
647 593 -438
584 411 670
406 15 335
151 643 404
73 195 584
119 438 -636
743 698 102
355 109 -223
154 723 991
827 111 -835
825 762 202
720 373 364
703 886 -971
799 158 -796
610 90 -353
408 801 572
93 807 -634
906 59 390
692 818 584
295 806 81
719 551 -783
28 108 -653
76 847 899
908 727 -836
765 695 -710
274 350 -293
717 814 -34
601 797 106
739 678 664
582 517 -293
477 212 -346
618 388 -894
1 81 -933
763 660 -650
59 634 533
96 622 -991
507 80 -613
35 486 391
387 191 69
653 278 286
191 802 507
695 178 -404
213 356 587
517 925 553
792 415 -912
711 761 -737
416 515 -775
512 799 983
350 602 479
782 627 -33
744 780 422
698 591 -68
57 11 346
323 288 -141
860 573 -383
587 727 -731
692 527 533
104 870 -829
480 429 585
666 46 -702
605 260 925
627 911 -610
295 683 -824
77 214 -310
624 535 247
217 160 -804
500 668 660
7 686 -532
85 553 485
557 754 -66
204 928 -782
331 83 766
398 685 384
781 689 305
906 551 473
311 622 -728
75 831 669
502 485 641
914 604 565
804 784 257
537 827 110
666 152 289
606 273 -932
159 780 -51
864 325 -483
365 138 493
499 661 300
348 665 239
832 281 697
811 903 -227
291 735 459
802 436 -667
252 243 -531
746 659 668
717 726 -581
251 815 -384
491 318 530
713 561 906
772 1 -45
274 713 471
873 822 574
93 904 23
601 576 -630
833 346 -209
760 394 -851
672 65 -717
583 842 -988
65 430 779
284 222 -35
519 813 602
737 7 -680
755 920 -302
609 563 591
213 554 849
181 768 658
283 793 100
38 650 -577
613 149 -90
668 720 558
406 690 -613
650 705 903
348 19 -292
26 800 730
696 540 873
145 603 246
293 71 385
20 490 936
46 326 -321
507 270 -884
491 291 -618
331 176 270
278 272 612
287 550 666
388 753 -946
652 249 -364
331 862 970
110 352 834
620 468 -707
871 241 -491
368 292 352
597 851 -296
76 27 623
434 504 722
291 875 429
754 347 412
143 32 679
287 159 -850
490 908 749
765 178 279
336 293 -692
534 817 -707
56 584 -679
404 106 -392
117 724 188
389 764 962
635 434 -500
658 267 272
877 489 878
594 235 619
94 92 163
282 498 -657
644 780 534
807 500 -370
631 584 687
177 661 943
821 688 538
640 830 568
153 713 -544
224 724 658
287 664 140
120 541 210
920 512 204
555 617 -59
852 779 -785
335 914 -327
356 840 893
356 155 -781
27 924 649
142 252 543
303 251 69
790 135 -736
98 703 275
305 589 -348
620 612 858
131 225 -204
564 2 882
178 98 -953
811 648 931
339 448 -146
314 559 -368
369 489 -446
232 372 887
884 140 588
417 227 -379
733 909 651
27 856 512
93 829 -618
666 846 -999
396 49 32
812 814 -945
39 271 892
890 819 -817
114 120 -859
890 271 845
79 656 -803
491 188 -73
923 390 -999
264 274 -530
188 201 706
449 548 -850
304 834 589
452 199 473
913 107 895
573 67 -660
744 508 382
530 22 -298
873 387 -226
563 181 -453
527 106 177
405 327 -581
729 291 -316
457 202 -616
240 31 -628
165 757 887
665 551 965
219 36 -431
821 787 -258
514 861 -336
110 102 755
219 639 555
244 463 -23
160 567 -625
905 397 853
501 449 -290
263 670 473
523 24 32
6 766 -396
375 558 254
638 271 -522
357 921 -274
229 525 -833
913 37 -417
745 795 -482
784 278 -31
7 529 963
419 378 -288
628 244 25
387 250 -466
475 128 653
46 878 -978
641 307 -348
848 829 343
412 617 -900
37 193 -858
153 822 -526
320 348 -114
81 778 -901
790 667 -407
348 107 705
9 198 88
463 582 230
344 564 8
175 325 -696
154 890 -2
531 583 -277
350 927 479
34 642 705
681 407 900
97 296 704
402 692 925
549 256 -559
208 12 173
391 332 194
918 639 506
279 868 791
670 300 459
39 213 842
307 64 836
319 331 -913
463 756 -368
186 21 493
614 419 -106
240 457 949
875 669 309
380 249 -948
669 858 903
691 916 146
235 749 -712
219 65 5
314 573 -867
160 461 -687
310 62 -894
71 550 322
66 202 -116
896 116 -459
608 569 981
542 904 -667
251 753 996
742 225 -229
877 177 -222
113 571 -385
800 730 -213
413 813 -409
50 167 454
713 327 801
450 255 385
413 877 -87
683 421 -435
784 898 884
664 241 203
789 332 259
802 16 -95
249 71 -395
531 338 -982
327 349 940
110 894 582
304 419 -16
544 664 -353
838 614 540
502 846 470
13 544 4
895 593 18
358 437 982
764 640 -866
304 62 823
521 673 943
286 893 459
650 696 -336
799 444 187
194 593 -993
581 897 -371
473 711 908
121 77 116
440 897 382
555 253 726
528 832 955
127 512 -713
493 803 560
835 908 231
735 232 405
828 714 -462
427 770 -826
784 511 -678
25 878 799
295 168 510
595 481 -631
688 263 -317
187 32 -388
296 252 914
218 878 -960
229 11 -520
161 428 540
601 750 -3
249 351 -109
255 689 -620
486 82 -343
797 237 548
759 434 849
222 670 -287
710 612 -899
396 852 -201
648 848 811
229 75 -360
843 68 518
119 82 853
621 230 -395
790 660 -807
315 899 562
365 665 844
302 884 533
766 152 -170
406 496 -512
561 86 -349
207 267 619
134 191 -371
395 26 713
147 102 676
455 648 -572
224 665 334
27 786 -650
844 79 209
389 827 593
550 235 -281
791 5 -804
14 284 431
736 642 64
790 210 23
553 712 116
256 372 -578
599 609 708
19 146 -145
427 771 -741
338 181 -844
250 539 -954
102 497 315
713 367 -365
661 166 479
146 549 -340
65 477 462
120 831 172
652 566 -640
611 120 -728
2 9 -406
791 381 654
696 535 -658
338 613 -523
571 645 361
922 565 376
728 221 162
600 504 -140
218 592 -822
668 423 462
847 775 -141
328 738 -442
227 350 -117
450 307 736
299 274 69
715 245 618
410 463 43
102 773 -285
865 481 637
449 793 -454
419 356 -42
611 463 612
579 835 961
361 583 -339
611 258 -153
185 277 -551
74 530 107
235 141 -532
865 785 -367
179 138 177
760 417 -224
755 513 -916
220 615 832
228 213 623
492 880 653
899 773 -690
353 35 517
619 179 -818
9 386 20
699 432 -12
122 882 -926
794 613 -229
464 609 227
230 921 468
817 309 896
338 437 -163
883 420 970
535 124 794
884 9 -29
460 691 531
875 922 73
196 845 895
677 800 -680
600 502 -176
364 740 206
219 664 64
434 793 673
901 402 186
534 163 -52
595 381 -489
4 807 -756
264 142 -391
811 190 701
262 415 822
638 875 262
626 614 658
268 507 -363
251 818 -752
724 722 371
210 598 479
444 171 -215
631 347 277
568 374 545
420 661 -990
683 447 828
903 355 173
221 478 199
681 640 -948
899 259 -859
353 657 -174
2 62 -373
817 642 771
718 87 -922
790 374 181
37 434 56
441 833 -462
551 808 190
742 593 677
799 192 489
67 742 -419
29 822 -159
363 581 124
183 377 -397
593 388 946
730 122 -191
297 44 47
380 810 -979
118 194 -616
87 203 627
556 127 -464
870 690 -816
922 545 -715
491 440 -150
471 731 -319
676 679 17
162 377 -464
685 830 829
114 697 594
728 874 331
889 150 -755
432 312 741
623 457 314
435 701 307
530 652 103
35 235 -758
773 643 849
638 468 357
521 329 134
27 38 800
315 30 650
174 230 -752
280 65 -424
525 109 -358
861 134 874
313 904 -160
216 289 -144
158 771 -557
835 781 280
6 253 60
772 244 -63
927 872 67
727 479 -4
833 853 -337
52 284 510
815 595 570
527 482 643
833 786 708
893 416 231
237 297 314
423 740 133
229 436 -609
507 361 988
801 799 -764
138 435 405
276 864 872
403 195 87
59 125 439
224 183 869
310 836 -925
107 495 -922
446 804 479
857 530 507
78 74 -905
609 246 411
737 295 -723
238 889 711
134 130 -795
616 886 -763
61 219 -36
140 841 465
841 379 -261
127 512 -421
40 252 -211
419 576 -924
606 870 472
52 902 -605
491 185 652
858 328 504
518 198 -200
603 333 473
695 754 -408
629 596 878
581 431 -604
590 169 -577
686 176 -407
78 889 437
136 67 -625
428 128 -999
498 376 -836
280 38 -636
25 718 -199
490 764 492
513 538 707
679 834 -257
482 926 401
7 599 -433
68 833 948
479 531 -975
568 276 974
506 913 -634
42 883 885
704 905 141
874 87 -727
170 83 -348
511 506 -615
262 388 412
654 479 836
900 414 -346
82 19 818
299 696 -555
197 27 629
699 924 687
743 920 -193
871 895
457 703 249
840 548 122
728 767 881
243 442 -801
567 442 293
277 359 872
741 547 368
170 835 841
557 571 -455
167 217 -328
681 622 974
663 480 357
183 194 -373
55 415 386
617 151 -261
605 273 -554
456 211 -962
722 159 538
66 154 581
161 310 41
480 159 932
816 338 -704
237 388 -76
282 331 -160
479 488 -96
487 295 554
724 221 -462
222 785 -339
622 116 -920
802 214 -253
552 231 -835
781 317 -861
344 483 -805
299 682 -766
742 446 -202
287 60 -476
384 579 251
67 78 -202
49 187 512
124 128 605
58 865 -821
147 605 415
378 294 228
749 441 183
749 12 -773
350 375 -296
135 26 -907
459 412 645
314 798 -168
359 205 9
617 356 -173
81 656 564
659 555 -755
733 481 225
183 314 277
722 408 -422
656 437 474
809 829 -608
252 852 -994
520 139 -389
819 6 -395
812 371 961
464 832 17
787 797 -570
50 436 -835
852 155 -907
405 838 -672
624 8 504
118 69 -304
7 745 359
681 474 4
26 718 -675
742 121 691
27 92 130
464 225 -843
190 420 960
43 853 14
94 580 92
721 838 -384
795 444 -773
617 804 998
392 820 740
258 550 278
438 723 252
79 501 698
287 348 -902
198 717 -72
804 620 107
36 281 -542
762 699 -205
152 122 -903
860 196 -745
105 360 -785
132 441 928
791 244 -606
21 585 613
582 504 -610
432 750 -136
217 224 934
848 75 681
545 13 236
760 520 -857
369 304 861
643 467 146
142 734 -76
112 432 481
345 32 95
77 239 -62
662 700 -273
193 472 905
86 618 -791
483 51 780
178 386 -256
511 241 404
106 181 -358
263 60 838
134 448 237
46 257 -997
293 129 -206
342 470 -562
745 791 786
616 598 122
425 764 -174
419 386 -383
279 104 -658
425 548 471
32 621 -501
615 141 -206
673 559 750
512 399 -127
764 262 13
542 606 904
357 86 -983
823 679 -503
245 268 -220
28 313 785
819 432 -20
278 813 914
316 461 -570
721 294 -88
646 413 -115
414 769 -926
240 678 666
353 686 922
440 200 961
170 426 -488
438 353 -304
363 650 634
147 633 316
509 426 896
57 652 341
106 25 238
626 720 -893
694 305 63
538 24 974
172 726 968
582 708 869
260 76 753
299 189 254
836 547 404
592 500 -741
417 225 -36
537 631 -561
775 127 418
443 355 -909
440 460 656
691 335 -613
766 159 712
14 541 453
849 754 -216
753 549 -813
611 517 -561
190 777 304
577 657 383
591 277 -681
749 795 -315
810 864 264
12 21 -68
795 440 -645
702 52 796
112 443 869
755 795 259
353 469 179
123 520 -229
300 614 -597
738 352 591
73 37 688
57 674 -551
747 692 -307
827 537 476
776 858 -433
741 234 -287
527 369 -19
829 564 -597
460 140 519
635 811 414
227 821 -441
118 249 361
573 762 916
772 205 -396
567 743 -893
724 430 296
208 158 -949
789 653 -593
352 488 -639
28 671 -761
746 589 299
493 721 -32
288 824 63
195 441 440
360 403 76
473 100 -502
338 605 -599
480 724 953
563 49 86
99 466 198
321 151 801
431 857 211
238 445 -334
644 282 -522
801 110 -106
54 513 -317
520 518 -734
411 303 416
707 131 649
648 473 590
678 136 140
739 838 -88
721 598 571
446 466 726
318 653 993
90 488 515
504 800 67
660 556 -165
765 405 874
565 258 -210
407 689 -624
17 237 76
799 709 145
734 636 -119
601 862 -449
524 414 27
442 526 918
22 133 149
454 148 951
270 421 -812
376 234 617
654 238 -132
482 612 -244
543 353 -708
784 66 -289
806 768 525
582 487 965
418 113 138
423 232 152
585 543 -134
5 623 -207
136 707 -412
596 595 635
160 335 285
309 416 646
613 15 960
343 244 868
201 251 916
467 204 -726
341 497 -760
567 868 -740
4 592 -952
12 317 -103
65 30 -31
245 373 189
696 737 -93
445 779 530
480 761 907
392 20 629
79 425 -90
778 197 763
743 696 779
352 413 346
826 740 -828
1 565 -895
744 471 -52
354 713 512
295 738 442
199 316 -606
122 259 -966
87 534 111
479 652 -151
255 610 -119
5 309 652
783 53 564
604 89 445
713 282 -922
321 317 -471
623 535 855
135 192 -699
137 812 -32
57 66 165
697 524 386
612 317 -597
6 249 -164
271 569 275
747 469 -291
409 80 127
559 31 843
47 195 -251
98 847 -946
652 420 923
816 360 87
786 300 -526
128 106 -729
296 319 -980
336 738 771
405 833 81
91 698 62
817 116 805
702 655 -79
303 298 -310
159 107 344
383 315 -47
180 220 -657
440 830 -261
866 96 784
851 211 -966
473 412 892
210 103 -863
429 153 501
464 95 1
483 392 -378
360 725 -25
45 1 -565
596 863 -34
520 359 726
170 424 -269
378 576 137
435 51 269
165 530 567
448 694 919
296 729 -720
626 739 129
596 452 829
4 183 828
23 686 993
665 68 -260
731 409 43
460 287 -832
817 559 -941
8 791 -655
330 298 446
746 549 142
461 553 556
414 53 652
41 590 -749
14 117 75
501 465 919
384 823 -25
664 756 468
661 824 -672
104 672 675
644 794 768
356 529 746
548 82 683
676 740 -515
321 58 857
123 423 -416
473 369 873
764 686 -506
453 442 -7
19 397 263
806 862 -640
542 675 -17
739 705 -446
101 294 -478
449 259 711
737 555 273
191 747 961
226 113 639
579 369 -894
341 616 -134
70 558 458
535 488 212
732 108 513
160 359 874
695 467 -303
513 497 835
94 364 121
241 794 -718
862 400 488
656 408 -472
467 422 -349
428 325 -828
649 626 211
746 245 -806
619 346 258
561 276 357
5 407 -986
136 690 -815
469 161 -720
151 67 -114
526 401 -417
818 763 768
703 83 -601
525 444 -628
743 844 524
612 219 -521
518 145 691
411 487 842
77 130 863
636 835 -524
728 558 -292
151 327 -732
302 169 779
106 415 -435
682 247 490
382 804 692
705 843 231
38 208 -982
497 34 723
430 236 879
113 624 301
607 105 965
609 117 1000
527 288 -651
663 729 -471
83 722 259
859 510 30
41 297 -570
415 513 699
371 587 -20
836 294 568
98 330 -812
785 608 -826
697 419 -84
818 817 868
720 753 -281
762 814 76
414 736 435
276 152 -392
852 676 -315
656 423 -465
276 821 920
618 188 749
767 536 -613
418 178 -738
290 842 -609
684 192 370
140 809 620
106 583 575
85 9 -243
26 582 843
821 618 278
399 849 596
401 653 -497
522 568 579
499 628 -528
110 859 -1000
209 855 238
590 210 156
814 84 319
203 173 138
255 131 62
441 356 -412
641 403 -978
593 674 552
32 221 435
704 717 433
770 705 482
392 602 170
303 621 -1000
413 603 837
232 857 16
809 113 485
400 340 825
250 524 192
72 80 383
502 138 240
20 298 899
40 858 501
529 463 -967
534 568 -873
50 426 604
572 146 -707
747 188 -391
666 224 821
758 293 329
724 567 972
437 34 -975
425 565 -567
671 396 -749
11 85 -867
792 772 -351
809 249 -948
554 473 -584
832 539 -118
471 666 138
706 267 -904
147 137 889
122 690 -41
781 752 226
280 414 350
852 602 -812
238 692 -732
206 15 580
57 715 -328
301 191 -951
102 580 528
554 220 -134
423 549 356
249 719 -447
240 678 -419
502 17 316
432 324 573
305 757 492
470 531 -574
596 655 -613
265 197 -566
763 745 904
455 500 -346
540 214 60
142 75 34
312 672 -881
663 446 469
442 811 498
685 608 722
413 578 -496
39 752 616
532 549 -805
161 95 449
487 717 -241
557 640 -334
522 218 513
345 333 980
571 845 662
664 133 -391
542 136 584
347 484 -572
6 101 -848
587 26 295
774 249 -879
370 96 434
359 239 -521
5 287 501
820 566 565
174 129 -189
552 163 287
848 766 481
822 394 -502
783 254 947
513 569 486
373 680 178
785 821 -884
731 148 -937
249 555 663
820 232 940
833 382 709
360 58 -72
128 235 -502
538 674 -420
426 364 561
231 132 124
426 449 -403
14 344 411
172 404 -677
79 57 391
826 347 -960
124 838 -708
26 190 -625
578 137 265
660 469 -394
336 710 -375
183 616 -396
472 424 576
415 38 972
468 239 -641
488 174 978
370 848 -932
264 484 -994
837 811 704
326 91 -622
120 309 -995
460 122 613
433 115 400
89 13 -399
172 786 -345
613 293 688
210 650 -624
208 144 -110
146 659 -779
163 221 -614
355 121 -917
311 553 -100
786 103 -957
829 830 48
670 151 -374
781 733 -60
653 615 267
312 249 171
495 709 871
785 550 51
220 277 670
437 506 264
807 328 415
455 197 -363
464 584 246
145 696 -654
284 216 -556
773 637 -9
320 589 497
490 72 30
724 609 -687
768 146 -428
222 596 869
82 809 355
73 116 198
496 300 -580
548 841 -721
731 374 -200
848 358 -155
641 501 754
138 48 -509
577 389 365
781 487 -523
629 846 -79
711 751 545
777 412 -759
19 456 -393
357 221 -225
425 382 40
809 557 -328
657 425 483
705 707 -406
52 286 209
470 254 803
88 152 -912
421 231 899
108 296 -174
476 435 662
274 281 -286
307 147 405
728 643 11
119 802 -398
176 206 916
573 295 -764
850 318 -405
750 472 571
515 628 -876
735 866 -495
773 242 680
722 476 126
834 634 479
621 802 -904
500 748 558
273 502 -877
492 561 -368
869 503 294
637 570 629
262 176 -559
559 287 -668
547 164 426
717 88 133
450 100 279
174 769 -519
389 454 -538
427 350 404
647 402 974
782 495 642
452 471 39
579 580 605
141 812 107
273 693 610
35 370 996
435 125 -762
187 5 799
316 187 -675
66 313 948
358 55 235
231 319 756
617 749 913
823 488 551
829 698 814
804 321 235
513 568 346
72 94 -445
138 216 812
182 579 -697
473 548 580
614 467 -629
675 74 -462
814 105 636
196 608 766
478 489 -223
232 106 -368
752 118 346
699 278 912
561 681 -547
418 647 41
815 703 -746
696 559 942
690 554 -648
88 90 571
99 291 648
762 239 -904
393 588 281
308 704 317
246 827 -644
62 751 685
318 850 279
306 515 415
724 751 -456
541 825 682
579 762 623
321 397 985
283 417 -908
347 39 -276
472 354 334
93 483 133
94 487 448
745 554 -45
558 518 -863
515 253 -792
172 184 -708
194 808 -512
461 854 232
842 133 133
535 520 952
388 372 -916
597 369 628
518 11 -152
130 650 62
309 684 702
456 231 491
454 191 323
301 530 537
238 95 -975
673 858 361
292 559 661
692 777 -911
858 487 -108
832 84 -59
608 623 -92
250 603 492
288 681 318
290 658 878
580 309 131
319 447 470
110 376 655
625 610 -772
683 533 802
118 662 -773
298 731 379
567 778 -477
63 282 562
813 500 -416
71 789 38
535 793 -964
567 806 894
643 450 546
823 131 250
476 765 -859
269 480 -366
157 723 522
718 582 124
288 182 769
303 38 -448
101 688 -696
202 643 689
779 221 959
42 284 -102
460 693 -702
313 159 707
71 187 579
446 636 -890
470 665 -94
240 762 614
852 535 -948
173 93 205
657 466 -341
560 768 969
8 231 -855
7 680 591
551 403 -627
72 222 962
788 37 686
844 392 -586
833 70 50
618 78 830
89 378 855
538 164 487
443 339 141
337 285 487
603 16 -479
319 57 91
332 547 996
188 706 -283
829 685 265
124 288 843
380 77 959
115 280 790
769 681 -828
228 735 -334
659 840 871
493 393 485
32 399 -991
651 594 596
803 744 884
455 172 696
724 506 -520
227 607 635
669 620 -954
66 46 394
256 160 -50
612 47 -422
192 867 -160
501 775 286
408 461 -701
190 502 581
500 378 -384
618 287 -310
28 803 727
488 842 488
380 401 995
845 449 -546
535 725 940
761 858 -495
